LAMMPS data file via write_data, version 20 Sep 2021, timestep = 391

1150 atoms
2 atom types

-26 26 xlo xhi
-26 26 ylo yhi
-26 26 zlo zhi

Masses

1 40
2 40

Pair Coeffs # lj/cut

1 0.01 1.3
2 0.05 2.6

Atoms # atomic

970 1 5.884694953168477 -25.72871495133734 -25.465941229949358 0 0 0
798 1 1.342075083341175 -22.809262859051664 -25.155344634922024 0 0 0
108 1 -21.23960376703576 -20.722891327223998 -23.971446312801987 0 0 0
351 1 0.16510882491421708 -21.950791092595495 -25.07142069885842 0 0 0
402 1 -6.851209018775825 -20.26997856528963 -25.52974682279385 0 0 0
83 1 -17.200284167751803 -17.17600740453974 -25.156448099369392 0 0 0
810 1 3.5570049758800333 -17.41737038428773 -25.744048723831796 0 0 0
232 1 16.24850543506839 -15.369152805474194 -25.351201604749637 0 0 0
5 1 6.440778937396024 -13.82839918501135 -25.90510248574666 0 0 0
569 1 24.506322925214803 -14.230595914754362 -25.625539276574525 0 0 0
93 1 -17.184590387709715 -13.410646237158517 -24.731307923203012 0 0 0
624 1 7.059729807572316 -11.121124132127093 -24.733288660055628 0 0 0
17 1 -8.055545573676586 -10.613207778626288 -24.792216604698794 0 0 0
804 1 -24.01423805491484 -8.883589711889837 -25.433856169023514 0 0 0
499 1 20.46285177509433 -8.850215989560919 -25.580136550394883 0 0 0
370 1 -22.66175626581245 -8.357654792511429 -25.280715563542262 0 0 0
734 1 -17.768861122321738 -5.248882861458178 -25.974252527567675 0 0 0
1125 2 -2.811123917722667 -4.559685164857509 -25.257131520312807 0 0 0
961 1 14.416648271719632 -4.779746329079763 -24.73390615590764 0 0 0
1066 2 -4.907336011073803 -3.0225849612385187 -25.508542885433812 0 0 0
657 1 -17.27608656775676 2.5215091840228525 -25.44421251164278 0 0 0
286 1 -15.822685306616458 2.419598225490292 -25.363555801016226 0 0 0
455 1 19.374457529454705 2.5076975452283845 -25.127357346530705 0 0 0
1102 2 -10.296988188490058 5.8926178613710425 -24.79168611395685 0 0 0
1097 2 -7.126556715055628 5.961290060058838 -25.19592118225802 0 0 0
41 1 -20.853635964247122 7.39189037111681 -25.1247161786029 0 0 0
1016 2 8.06509622395549 6.805558091571158 -25.023232867962335 0 0 0
40 1 -21.397910759541553 8.717653971013547 -24.850157626162098 0 0 0
1041 2 6.911889004810845 8.980144716679689 -24.899196772270653 0 0 0
172 1 -21.157375107223505 10.14124183580044 -25.061833712477412 0 0 0
969 1 -7.929130929489217 11.096468074757826 -25.66106754525614 0 0 0
664 1 -23.78547939182514 13.447861594822191 -25.790175823397085 0 0 0
